Estimate,Est.Error,Q2.5,Q97.5,Group,Sex,WeeksNom,TimeNom,Weeks,FullGroup,Time
13.430386942406047,1.2991607382738306,11.11253983834943,16.20429016403608,KC,Female,8,60,8,Female_KC,60
5.050226885677675,0.48917580864243443,4.177788415717566,6.0954387284867115,KC,Male,8,0,8,Male_KC,0
27.787196195905512,2.853530617188744,22.714129403323785,33.891426520535596,KC,Male,8,30,8,Male_KC,30
20.646058543236144,1.998297037996092,17.08231347217395,24.916534276914742,KC,Male,8,60,8,Male_KC,60
4.403474328401437,0.4533651425410449,3.5989267539133944,5.377387478660761,KC,Female,10,0,10,Female_KC,0
30.84018051607963,3.9910645093778965,23.837524139400955,39.319996116152126,KC,Female,10,30,10,Female_KC,30
19.363127169616558,1.992163265290851,15.80226185102197,23.605938113173796,KC,Female,10,60,10,Female_KC,60
4.922154749231319,0.505880118688874,4.021814038187126,6.0075101175508365,KC,Male,10,0,10,Male_KC,0
34.32126911101004,4.109477607979688,27.01801421266597,43.0861520330502,KC,Male,10,30,10,Male_KC,30
25.58759941781269,2.887890662292378,20.48707351901489,31.782915296117952,KC,Male,10,60,10,Male_KC,60
4.1433928940611775,0.4274046315779287,3.3822637677247975,5.0565772410412775,KC,Female,12,0,12,Female_KC,0
33.90954302343829,4.374762309198682,25.904697315627793,43.17035687195429,KC,Female,12,30,12,Female_KC,30
23.56215860248179,2.5998039861834203,18.907849000274453,29.09200550180411,KC,Female,12,60,12,Female_KC,60
4.995318396086521,0.517782241523974,4.07454344881812,6.106687792736261,KC,Male,12,0,12,Male_KC,0
33.208815655011364,4.029004863761615,26.185918587263803,41.904414817145,KC,Male,12,30,12,Male_KC,30
24.16295230928406,2.498188265585018,19.715700924212907,29.50381340538967,KC,Male,12,60,12,Male_KC,60
4.146818644168166,0.5647912038747271,3.160005258463168,5.371082672352005,KC,Female,16,0,16,Female_KC,0
27.98518478061599,3.9677838488863224,21.064925558653385,36.5863887235846,KC,Female,16,30,16,Female_KC,30
13.869658768699665,1.8886223334510277,10.554602977459643,17.95264277147434,KC,Female,16,60,16,Female_KC,60
11.479834088179981,1.564132891669495,8.739753205263357,14.86419479269944,KC,Female,16,90,16,Female_KC,90
