AnimalID	Time	BG.Start	BG.End	Date	Delivery	GLP1.Start	GLP1.End	Ins.Start	Ins.End	Gcg.Start	Gcg.End
TJKV06M.25	15	5	5	2018/08/07	ArgTT	21.5668543557519	21.5668543557519	0.723459474180092	0.723459474180092	0	180
TJKV06M.27	15	5.4	5.4	2018/08/07	ArgTT	52.3472305096686	52.3472305096686	1.17830538526758	1.17830538526758	0	180
TJKV06M.31	15	2.6	2.6	2018/08/07	ArgTT	50.0483550628654	50.0483550628654	0.6324042802849	0.6324042802849	202.392125302327	202.392125302327
TJKV06M.33	15	4.9	4.9	2018/08/07	ArgTT						
TJKV06M.40	15	3.8	3.8	2018/08/07	ArgTT	46.6495727720925	46.6495727720925	1.47545235977142	1.47545235977142	122.788903145567	122.788903145567
TJKV06M.44	15	3.6	3.6	2018/08/07	ArgTT	30.4443694471994	30.4443694471994	2.95303447829018	2.95303447829018	89.1419135284831	89.1419135284831
TJKV06M.46	15	4.5	4.5	2018/08/07	ArgTT						
TJKV06M.10	15	2.9	2.9	2018/08/07	ArgTT	106.187463039938	106.187463039938	3.10412899159486	3.10412899159486	611.868407186811	611.868407186811
TJKV06M.12	15	5.8	5.8	2018/08/07	ArgTT	126.075683406546	126.075683406546	19.564568010186	19.564568010186	959.708257030759	959.708257030759
TJKV06M.14	15	3.8	3.8	2018/08/07	ArgTT	97.3729559402179	97.3729559402179	6.32787870761016	6.32787870761016	359.338020125411	359.338020125411
TJKV06M.16	15	6.2	6.2	2018/08/07	ArgTT	79.8997435117926	79.8997435117926	9.84933061843785	9.84933061843785	487.891939185987	487.891939185987
TJKV06M.17	15	5.1	5.1	2018/08/07	ArgTT	60.9834291886539	60.9834291886539	5.34657474331592	5.34657474331592	275.189479344421	275.189479344421
TJKV06M.21	15	6.3	6.3	2018/08/07	ArgTT	42.9612559871282	42.9612559871282	4.7172404783962	4.7172404783962	0	180
TJKV06M.26	15	2.3	2.3	2018/08/07	ArgTT	54.0346647105688	54.0346647105688	1.97785603824156	1.97785603824156	151.162631524472	151.162631524472
TJKV06M.32	15	1.8	1.8	2018/08/07	ArgTT	50.3817860550726	50.3817860550726	0.530275845504106	0.530275845504106	0	180
TJKV06M.35	15	2.8	2.8	2018/08/07	ArgTT	68.7609556472274	68.7609556472274	2.51343505681703	2.51343505681703	331.991697961701	331.991697961701
TJKV06M.36	15	4.7	4.7	2018/08/07	ArgTT	81.3614435074595	81.3614435074595	6.81178251055073	6.81178251055073	436.032101417795	436.032101417795
TJKV06M.37	15	5.1	5.1	2018/08/07	ArgTT	53.5554928201585	53.5554928201585	4.76051281036562	4.76051281036562	484.133052088554	484.133052088554
TJKV06M.38	15	5.3	5.3	2018/08/07	ArgTT	53.3434829276825	53.3434829276825	4.76555257715879	4.76555257715879	0	180
TJKV06M.47	15	4.9	4.9	2018/08/07	ArgTT	18.9322241711848	18.9322241711848	1.84266279165655	1.84266279165655	71.4782773459959	71.4782773459959
TJKV06M.48	15	5.9	5.9	2018/08/07	ArgTT	46.8139785316249	46.8139785316249	3.46938991053632	3.46938991053632	209.406992981543	209.406992981543
TJKV06M.02	30	1.6	1.6	2018/08/07	ArgTT						
TJKV06M.06	30	4.4	4.4	2018/08/07	ArgTT						
TJKV06M.07	30	5.2	5.2	2018/08/07	ArgTT						
TJKV06M.13	30	3.9	3.9	2018/08/07	ArgTT						
TJKV06M.15	30	4.4	4.4	2018/08/07	ArgTT						
TJKV06M.18	30	3.7	3.7	2018/08/07	ArgTT						
TJKV06M.20	30	3.5	3.5	2018/08/07	ArgTT						
TJKV06M.03	30	1.4	1.4	2018/08/07	ArgTT						
TJKV06M.28	30	2.4	2.4	2018/08/07	ArgTT						
