AnimalID	Time	CP.Start	CP.End	BG.Start	BG.End	Date	Delivery
TJKV06M.12	30	0.695919463872696	0.695919463872696	33.1	33.1	2018/04/30	IP
TJKV06M.14	30	0.746787822485884	0.746787822485884	27.1	27.1	2018/04/30	IP
TJKV06M.16	30	1.35383630682736	1.35383630682736	33.3	147	2018/04/30	IP
TJKV06M.17	30	0.335984156324883	0.335984156324883	30.4	30.4	2018/04/30	IP
TJKV06M.21	30	0.701071267236792	0.701071267236792	33.3	147	2018/04/30	IP
TJKV06M.25	60	0	0.008333	13.9	13.9	2018/04/30	IP
TJKV06M.27	60	0	0.008333	14	14	2018/04/30	IP
TJKV06M.31	60	0.616180970569388	0.616180970569388	10.9	10.9	2018/04/30	IP
TJKV06M.33	60	0.154849124215589	0.154849124215589	22.1	22.1	2018/04/30	IP
TJKV06M.40	60	0.130453845642562	0.130453845642562	17.6	17.6	2018/04/30	IP
TJKV06M.44	60	0	0.008333	30.5	30.5	2018/04/30	IP
TJKV06M.46	60	0	0.008333	23	23	2018/04/30	IP
TJKV06M.30	60	0.438959444126715	0.438959444126715	18.3	18.3	2018/04/30	IP
TJKV06M.04	60	0	0.008333	22.6	22.6	2018/04/30	IP
TJKV06M.05	60	0	0.008333	33	33	2018/04/30	IP
TJKV06M.01	60	0.363086182824261	0.363086182824261	22.3	22.3	2018/04/30	IP
TJKV06M.19	60	0	0.008333	23.8	23.8	2018/04/30	IP
TJKV06M.22	60	0	0.008333	33.3	147	2018/04/30	IP
TJKV06M.23	60	0	0.008333	25.4	25.4	2018/04/30	IP
TJKV06M.24	60	0	0.008333	24.6	24.6	2018/04/30	IP
TJKV06M.28	60	0.168570950547942	0.168570950547942	18.7	18.7	2018/04/30	IP
TJKV06M.29	60	0	0.008333	11.8	11.8	2018/04/30	IP
TJKV06M.03	60	0.322105956405619	0.322105956405619	8.8	8.8	2018/04/30	IP
TJKV06M.34	60	0.364377231674516	0.364377231674516	18.2	18.2	2018/04/30	IP
TJKV06M.42	60	0	0.008333	22	22	2018/04/30	IP
TJKV06M.43	60	0.273957445429256	0.273957445429256	29.2	29.2	2018/04/30	IP
TJKV06M.41	60	0	0.008333	25.4	25.4	2018/04/30	IP
TJKV06M.45	60	0.515114123438977	0.515114123438977	21.2	21.2	2018/04/30	IP
TJKV06M.20	60	0	0.008333	33.3	147	2018/04/30	IP
TJKV06M.06	60	0	0.008333	26.4	26.4	2018/04/30	IP
TJKV06M.07	60	0	0.008333	30	30	2018/04/30	IP
TJKV06M.11	60	0	0.008333	18.9	18.9	2018/04/30	IP
TJKV06M.13	60	1.06336766965581	1.06336766965581	20.1	20.1	2018/04/30	IP
TJKV06M.15	60	0	0.008333	17	17	2018/04/30	IP
TJKV06M.18	60	0	0.008333	25.8	25.8	2018/04/30	IP
TJKV06M.02	60	0	0.008333	24.7	24.7	2018/04/30	IP
TJKV06M.26	60	1.19661886076267	1.19661886076267	7.3	7.3	2018/04/30	IP
TJKV06M.32	60	0.778326954324309	0.778326954324309	3.8	3.8	2018/04/30	IP
TJKV06M.35	60	1.48267765475753	1.48267765475753	9.4	9.4	2018/04/30	IP
TJKV06M.36	60	3.24603182664177	3.24603182664177	11.9	11.9	2018/04/30	IP
TJKV06M.37	60	1.48414441944195	1.48414441944195	5.3	5.3	2018/04/30	IP
TJKV06M.38	60	1.46206404267375	1.46206404267375	15.2	15.2	2018/04/30	IP
TJKV06M.47	60	5.81610471224979	5.81610471224979	4.1	4.1	2018/04/30	IP
TJKV06M.48	60	3.82030952721285	3.82030952721285	4.9	4.9	2018/04/30	IP
TJKV06M.10	60	1.84315591885122	1.84315591885122	22	22	2018/04/30	IP
TJKV06M.08	60	2.4609127911922	2.4609127911922	21.2	21.2	2018/04/30	IP
TJKV06M.12	60	4.05927102480242	4.05927102480242	27.3	27.3	2018/04/30	IP
TJKV06M.14	60	2.68140447831705	2.68140447831705	31.4	31.4	2018/04/30	IP
TJKV06M.16	60	7.50797062630413	7.50797062630413	8.6	8.6	2018/04/30	IP
TJKV06M.17	60	1.80203000235247	1.80203000235247	16	16	2018/04/30	IP
TJKV06M.21	60	2.32587486837837	2.32587486837837	22.6	22.6	2018/04/30	IP
TJKV06M.25	0	0	0.008333	4.2	4.2	2018/05/14	IP
TJKV06M.27	0	0	0.008333	3.7	3.7	2018/05/14	IP
TJKV06M.31	0	0	0.008333	4.1	4.1	2018/05/14	IP
TJKV06M.33	0	0	0.008333	5	5	2018/05/14	IP
TJKV06M.40	0	0	0.008333	4.2	4.2	2018/05/14	IP
TJKV06M.44	0	0	0.008333	4.9	4.9	2018/05/14	IP
TJKV06M.46	0	0	0.008333	3.6	3.6	2018/05/14	IP
TJKV06M.30	0	0	0.008333	4.2	4.2	2018/05/14	IP
TJKV06M.04	0	0	0.008333	4.9	4.9	2018/05/14	IP
TJKV06M.05	0	0	0.008333	4.9	4.9	2018/05/14	IP
TJKV06M.01	0	0	0.008333	4.7	4.7	2018/05/14	IP
TJKV06M.19	0	0	0.008333	4.9	4.9	2018/05/14	IP
TJKV06M.22	0	0	0.008333	5	5	2018/05/14	IP
TJKV06M.23	0	0.068899598365848	0.068899598365848	4.6	4.6	2018/05/14	IP
TJKV06M.24	0	0.259307063091705	0.259307063091705	3.9	3.9	2018/05/14	IP
TJKV06M.28	0	0.258316242435258	0.258316242435258	4.1	4.1	2018/05/14	IP
TJKV06M.29	0	0.183501396402374	0.183501396402374	4.4	4.4	2018/05/14	IP
TJKV06M.03	0	0.255315674722418	0.255315674722418	4.1	4.1	2018/05/14	IP
TJKV06M.34	0	0.690485831237581	0.690485831237581	3.8	3.8	2018/05/14	IP
TJKV06M.42	0	0	0.008333	4.3	4.3	2018/05/14	IP
TJKV06M.43	0	0.375084433380424	0.375084433380424	4.4	4.4	2018/05/14	IP
TJKV06M.41	0	0.193568747166881	0.193568747166881	3.9	3.9	2018/05/14	IP
TJKV06M.45	0	0.472618809756934	0.472618809756934	3.7	3.7	2018/05/14	IP
TJKV06M.20	0	0	0.008333	4.7	4.7	2018/05/14	IP
TJKV06M.06	0	0.690210099530281	0.690210099530281	4.4	4.4	2018/05/14	IP
TJKV06M.07	0	0.15272545315583	0.15272545315583	4.9	4.9	2018/05/14	IP
TJKV06M.11	0	0	0.008333	5.1	5.1	2018/05/14	IP
TJKV06M.13	0	0	0.008333	4.8	4.8	2018/05/14	IP
TJKV06M.15	0	0.020087001090981	0.020087001090981	5.4	5.4	2018/05/14	IP
TJKV06M.18	0	0	0.008333	7.3	7.3	2018/05/14	IP
TJKV06M.02	0	0	0.008333	3.1	3.1	2018/05/14	IP
TJKV06M.26	0	0.171063794894733	0.171063794894733	3.3	3.3	2018/05/14	IP
TJKV06M.32	0	0.253086133585909	0.253086133585909	3.2	3.2	2018/05/14	IP
TJKV06M.35	0	0.171063794894733	0.171063794894733	3.1	3.1	2018/05/14	IP
TJKV06M.36	0	0.509757020197659	0.509757020197659	4.1	4.1	2018/05/14	IP
TJKV06M.37	0	0.524752796991916	0.524752796991916	4.2	4.2	2018/05/14	IP
TJKV06M.38	0	0.369244429052961	0.369244429052961	3.8	3.8	2018/05/14	IP
TJKV06M.47	0	0.595762395580714	0.595762395580714	4.3	4.3	2018/05/14	IP
TJKV06M.48	0	0.472618809756934	0.472618809756934	4.1	4.1	2018/05/14	IP
TJKV06M.10	0	0.479913539513035	0.479913539513035	4.6	4.6	2018/05/14	IP
TJKV06M.08	0	0.40018387362407	0.40018387362407	4.5	4.5	2018/05/14	IP
TJKV06M.12	0	0.924417786296881	0.924417786296881	4.9	4.9	2018/05/14	IP
TJKV06M.14	0	0.594739500025868	0.594739500025868	5.8	5.8	2018/05/14	IP
TJKV06M.16	0	0.854861439128331	0.854861439128331	4.5	4.5	2018/05/14	IP
TJKV06M.17	0	0.05559780116352	0.05559780116352	3.7	3.7	2018/05/14	IP
TJKV06M.21	0	0.108884778248127	0.108884778248127	4.3	4.3	2018/05/14	IP
TJKV06M.25	30	0	0.008333	24.6	24.6	2018/05/14	IP
TJKV06M.27	30	0	0.008333	33.3	147	2018/05/14	IP
TJKV06M.31	30	0	0.008333	33.3	147	2018/05/14	IP
TJKV06M.33	30	0.089146831218374	0.089146831218374	33.3	147	2018/05/14	IP
TJKV06M.40	30	0.153778598975601	0.153778598975601	33.3	147	2018/05/14	IP
TJKV06M.44	30	0	0.008333	33.3	147	2018/05/14	IP
TJKV06M.46	30	0	0.008333	28	28	2018/05/14	IP
TJKV06M.30	30	0.080331436149331	0.080331436149331	26.4	26.4	2018/05/14	IP
TJKV06M.04	30	0.661215703049625	0.661215703049625	33.3	147	2018/05/14	IP
TJKV06M.05	30	0	0.008333	33.3	147	2018/05/14	IP
TJKV06M.01	30	0	0.008333	29.7	29.7	2018/05/14	IP
TJKV06M.19	30	0	0.008333	27.8	27.8	2018/05/14	IP
TJKV06M.22	30	0	0.008333	27.8	27.8	2018/05/14	IP
TJKV06M.23	30	0.098915381457814	0.098915381457814	32.2	32.2	2018/05/14	IP
TJKV06M.24	30	0	0.008333	18.5	18.5	2018/05/14	IP
TJKV06M.28	30	0.379436369889381	0.379436369889381	33.3	147	2018/05/14	IP
TJKV06M.29	30	0.380881775576949	0.380881775576949	33.2	33.2	2018/05/14	IP
TJKV06M.03	30	0.423169539806818	0.423169539806818	33.3	147	2018/05/14	IP
TJKV06M.34	30	0.814054843420919	0.814054843420919	24.9	24.9	2018/05/14	IP
TJKV06M.42	30	0.235267387881872	0.235267387881872	33.3	147	2018/05/14	IP
TJKV06M.43	30	0.651812771672706	0.651812771672706	33.3	147	2018/05/14	IP
TJKV06M.41	30	0.564991716200471	0.564991716200471	33.3	147	2018/05/14	IP
TJKV06M.45	30	0.866712947294712	0.866712947294712	28.4	28.4	2018/05/14	IP
TJKV06M.20	30	0.421659232245064	0.421659232245064	33.3	147	2018/05/14	IP
TJKV06M.06	30	0.584723672990854	0.584723672990854	29	29	2018/05/14	IP
TJKV06M.07	30	0.671734604310656	0.671734604310656	27.2	27.2	2018/05/14	IP
TJKV06M.11	30	0	0.008333	28.6	28.6	2018/05/14	IP
TJKV06M.13	30	0	0.008333	33.3	147	2018/05/14	IP
TJKV06M.15	30	0	0.008333	32.5	32.5	2018/05/14	IP
TJKV06M.18	30	0	0.008333	27.9	27.9	2018/05/14	IP
TJKV06M.02	30	0.105620728894647	0.105620728894647	33.3	147	2018/05/14	IP
TJKV06M.26	30	1.16151514775197	1.16151514775197	23.3	23.3	2018/05/14	IP
TJKV06M.32	30	3.87692513762957	3.87692513762957	8	8	2018/05/14	IP
TJKV06M.35	30	1.00187645667247	1.00187645667247	18.1	18.1	2018/05/14	IP
TJKV06M.36	30	2.61659147662379	2.61659147662379	16.5	16.5	2018/05/14	IP
TJKV06M.37	30	3.46862450535062	3.46862450535062	10.5	10.5	2018/05/14	IP
TJKV06M.38	30	1.22715051360933	1.22715051360933	23.5	23.5	2018/05/14	IP
TJKV06M.47	30	3.91110204530792	3.91110204530792	16.7	16.7	2018/05/14	IP
TJKV06M.48	30	2.02481826714695	2.02481826714695	25.6	25.6	2018/05/14	IP
TJKV06M.10	30	1.05182411647106	1.05182411647106	23	23	2018/05/14	IP
TJKV06M.08	30	1.33738625331968	1.33738625331968	28.7	28.7	2018/05/14	IP
TJKV06M.12	30	3.11252455130524	3.11252455130524	24.4	24.4	2018/05/14	IP
TJKV06M.14	30	1.64659798111544	1.64659798111544	28.6	28.6	2018/05/14	IP
TJKV06M.16	30	4.26637281100217	4.26637281100217	24.8	24.8	2018/05/14	IP
TJKV06M.17	30	1.20233826761929	1.20233826761929	23.9	23.9	2018/05/14	IP
TJKV06M.21	30	1.10532422208579	1.10532422208579	33.3	33.3	2018/05/14	IP
TJKV06M.25	60	0	0.008333	18.6	18.6	2018/05/14	IP
TJKV06M.27	60	0	0.008333	18.5	18.5	2018/05/14	IP
TJKV06M.31	60	0.089146831218374	0.089146831218374	18.5	18.5	2018/05/14	IP
TJKV06M.33	60	0.113464638494478	0.113464638494478	26	26	2018/05/14	IP
TJKV06M.40	60	0.393776206665806	0.393776206665806	14.1	14.1	2018/05/14	IP
TJKV06M.44	60	0.523510935606478	0.523510935606478	17	17	2018/05/14	IP
TJKV06M.46	60	0	0.008333	16.1	16.1	2018/05/14	IP
TJKV06M.30	60	0.440808615503513	0.440808615503513	19.8	19.8	2018/05/14	IP
TJKV06M.04	60	0.514368915525251	0.514368915525251	30.7	30.7	2018/05/14	IP
TJKV06M.05	60	0	0.008333	23.6	23.6	2018/05/14	IP
TJKV06M.01	60	0	0.008333	23.2	23.2	2018/05/14	IP
TJKV06M.19	60	0.173362802991965	0.173362802991965	27.1	27.1	2018/05/14	IP
TJKV06M.22	60	0	0.008333	22.8	22.8	2018/05/14	IP
TJKV06M.23	60	0.406384588917161	0.406384588917161	25.3	25.3	2018/05/14	IP
TJKV06M.24	60	0	0.008333	12.7	12.7	2018/05/14	IP
TJKV06M.28	60	0.677344448526275	0.677344448526275	19.6	19.6	2018/05/14	IP
TJKV06M.29	60	0.628081438689713	0.628081438689713	17.4	17.4	2018/05/14	IP
TJKV06M.03	60	0.849772284226469	0.849772284226469	16	16	2018/05/14	IP
TJKV06M.34	60	1.30572588132469	1.30572588132469	22.6	22.6	2018/05/14	IP
TJKV06M.42	60	0.403668684434063	0.403668684434063	21.9	21.9	2018/05/14	IP
TJKV06M.43	60	0.906430550248638	0.906430550248638	28.2	28.2	2018/05/14	IP
TJKV06M.41	60	0.697012319479325	0.697012319479325	33.3	147	2018/05/14	IP
TJKV06M.45	60	1.26017119865209	1.26017119865209	24	24	2018/05/14	IP
TJKV06M.20	60	0.711795127761838	0.711795127761838	30.1	30.1	2018/05/14	IP
TJKV06M.06	60	0.691355561036706	0.691355561036706	29	29	2018/05/14	IP
TJKV06M.07	60	0.816486179007149	0.816486179007149	21.2	21.2	2018/05/14	IP
TJKV06M.11	60	0	0.008333	23.4	23.4	2018/05/14	IP
TJKV06M.13	60	0	0.008333	18.5	18.5	2018/05/14	IP
TJKV06M.15	60	0	0.008333	19.5	19.5	2018/05/14	IP
TJKV06M.18	60	0.105620728894647	0.105620728894647	24.3	24.3	2018/05/14	IP
TJKV06M.02	60	0.034253161832897	0.034253161832897	24.9	24.9	2018/05/14	IP
TJKV06M.26	60	3.75885705966283	3.75885705966283	4	4	2018/05/14	IP
TJKV06M.32	60	1.27652877522545	1.27652877522545	2.6	2.6	2018/05/14	IP
TJKV06M.35	60	1.88449771972075	1.88449771972075	7.5	7.5	2018/05/14	IP
TJKV06M.36	60	5.12284368146751	5.12284368146751	3.7	3.7	2018/05/14	IP
TJKV06M.37	60	1.22631963904395	1.22631963904395	4.6	4.6	2018/05/14	IP
TJKV06M.38	60	4.29645933966193	4.29645933966193	6.7	6.7	2018/05/14	IP
TJKV06M.47	60	4.95558518243992	4.95558518243992	2.9	2.9	2018/05/14	IP
TJKV06M.48	60	8.07954649880581	8.07954649880581	3.2	3.2	2018/05/14	IP
TJKV06M.10	60	2.69604394985149	2.69604394985149	17.4	17.4	2018/05/14	IP
TJKV06M.08	60	6.81976278617481	6.81976278617481	8.2	8.2	2018/05/14	IP
TJKV06M.12	60	7.87944523788569	7.87944523788569	3.6	3.6	2018/05/14	IP
TJKV06M.14	60	4.95187378086619	4.95187378086619	33.3	147	2018/05/14	IP
TJKV06M.16	60	7.16578138445444	7.16578138445444	3.9	3.9	2018/05/14	IP
TJKV06M.17	60	3.33701416623211	3.33701416623211	10.5	10.5	2018/05/14	IP
TJKV06M.21	60	5.81339835790161	5.81339835790161	9.5	9.5	2018/05/14	IP
TJKV06M.40	0	0.713384744478024	0.713384744478024	4.7	4.7	2018/06/12	IP
TJKV06M.25	0	0.427998473708491	0.427998473708491	3.4	3.4	2018/06/12	IP
TJKV06M.27	0	0	0.008333	3.8	3.8	2018/06/12	IP
TJKV06M.31	0	0	0.008333	4.2	4.2	2018/06/12	IP
TJKV06M.33	0	0	0.008333	5.6	5.6	2018/06/12	IP
TJKV06M.44	0	0.769249600816537	0.769249600816537	4.4	4.4	2018/06/12	IP
TJKV06M.46	0	0	0.008333	4.1	4.1	2018/06/12	IP
TJKV06M.19	0	1.3561247981224	1.3561247981224	3.1	3.1	2018/06/12	IP
TJKV06M.30	0	0	0.008333	6.9	6.9	2018/06/12	IP
TJKV06M.04	0	0.33125191831618	0.33125191831618	4.7	4.7	2018/06/12	IP
TJKV06M.05	0	0	0.008333	6.3	6.3	2018/06/12	IP
TJKV06M.01	0	0.189643543933712	0.189643543933712	4.3	4.3	2018/06/12	IP
TJKV06M.22	0	0.282353211935361	0.282353211935361	5.2	5.2	2018/06/12	IP
TJKV06M.23	0	0.29400657641003	0.29400657641003	4.7	4.7	2018/06/12	IP
TJKV06M.24	0	0	0.008333	3.3	3.3	2018/06/12	IP
TJKV06M.41	0	1.90319549940013	1.90319549940013	4.4	4.4	2018/06/12	IP
TJKV06M.42	0	0.704640714598019	0.704640714598019	3.9	3.9	2018/06/12	IP
TJKV06M.43	0	1.4537322259475	1.4537322259475	3.3	3.3	2018/06/12	IP
TJKV06M.45	0	1.04085345400813	1.04085345400813	2.9	2.9	2018/06/12	IP
TJKV06M.28	0	1.13266106107833	1.13266106107833	4.7	4.7	2018/06/12	IP
TJKV06M.29	0	0.84548363865905	0.84548363865905	4.4	4.4	2018/06/12	IP
TJKV06M.03	0	0.843887679441058	0.843887679441058	4.6	4.6	2018/06/12	IP
TJKV06M.34	0	1.1847449533455	1.1847449533455	3.9	3.9	2018/06/12	IP
TJKV06M.11	0	0	0.008333	4.8	4.8	2018/06/12	IP
TJKV06M.13	0	0	0.008333	4.4	4.4	2018/06/12	IP
TJKV06M.15	0	0.233494511919562	0.233494511919562	5.1	5.1	2018/06/12	IP
TJKV06M.20	0	0.675205734967643	0.675205734967643	5.5	5.5	2018/06/12	IP
TJKV06M.18	0	0.273827358782072	0.273827358782072	6.4	6.4	2018/06/12	IP
TJKV06M.02	0	0	0.008333	4.4	4.4	2018/06/12	IP
TJKV06M.06	0	1.36582892907236	1.36582892907236	5.2	5.2	2018/06/12	IP
TJKV06M.07	0	0.327922053829235	0.327922053829235	6.2	6.2	2018/06/12	IP
TJKV06M.36	0	1.14404965950056	1.14404965950056	4.5	4.5	2018/06/12	IP
TJKV06M.37	0	0	0.008333	4.4	4.4	2018/06/12	IP
TJKV06M.38	0	1.08048960242442	1.08048960242442	4.7	4.7	2018/06/12	IP
TJKV06M.26	0	0.493435054032694	0.493435054032694	2.9	2.9	2018/06/12	IP
TJKV06M.32	0	0.383998811803046	0.383998811803046	2.5	2.5	2018/06/12	IP
TJKV06M.35	0	0	0.008333	3.1	3.1	2018/06/12	IP
TJKV06M.47	0	0.561875427782971	0.561875427782971	3.8	3.8	2018/06/12	IP
TJKV06M.48	0	0.917549441827025	0.917549441827025	4	4	2018/06/12	IP
TJKV06M.16	0	0.225889301903401	0.225889301903401	6.8	6.8	2018/06/12	IP
TJKV06M.12	0	1.48785197778818	1.48785197778818	3.9	3.9	2018/06/12	IP
TJKV06M.14	0	1.65366347915609	1.65366347915609	5.6	5.6	2018/06/12	IP
TJKV06M.10	0	0.870492204752674	0.870492204752674	4.2	4.2	2018/06/12	IP
TJKV06M.17	0	0.620511158846491	0.620511158846491	4.9	4.9	2018/06/12	IP
TJKV06M.08	0			5.6	5.6	2018/06/12	IP
TJKV06M.21	0	0.613410421705015	0.613410421705015	3.9	3.9	2018/06/12	IP
TJKV06M.40	30	1.54391521611379	1.54391521611379	23.5	23.5	2018/06/12	IP
TJKV06M.25	30	0.331595031216998	0.331595031216998	26.5	26.5	2018/06/12	IP
TJKV06M.27	30	0	0.008333	27.2	27.2	2018/06/12	IP
TJKV06M.31	30	0	0.008333	33.3	147	2018/06/12	IP
TJKV06M.33	30	0.796595302340551	0.796595302340551	33.3	147	2018/06/12	IP
TJKV06M.44	30	1.0094858546134	1.0094858546134	33.3	147	2018/06/12	IP
TJKV06M.46	30	0	0.008333	33.3	147	2018/06/12	IP
TJKV06M.19	30	5.02647538634604	5.02647538634604	4.9	4.9	2018/06/12	IP
TJKV06M.30	30	0.728239143127841	0.728239143127841	26.1	26.1	2018/06/12	IP
TJKV06M.04	30	0.962410325866083	0.962410325866083	31.9	31.9	2018/06/12	IP
TJKV06M.05	30	0.293553462987647	0.293553462987647	26.9	26.9	2018/06/12	IP
TJKV06M.01	30	0	0.008333	33.3	147	2018/06/12	IP
TJKV06M.22	30	0	0.008333	33.3	147	2018/06/12	IP
TJKV06M.23	30	0.720092396362967	0.720092396362967	33.3	147	2018/06/12	IP
TJKV06M.24	30	0	0.008333	26.5	26.5	2018/06/12	IP
TJKV06M.41	30	2.84258877136998	2.84258877136998	30.8	30.8	2018/06/12	IP
TJKV06M.42	30	1.28708258334697	1.28708258334697	33.3	147	2018/06/12	IP
TJKV06M.43	30	3.07131083745064	3.07131083745064	33.3	147	2018/06/12	IP
TJKV06M.45	30	2.47920959156069	2.47920959156069	29.7	29.7	2018/06/12	IP
TJKV06M.28	30	1.95337553901936	1.95337553901936	29.4	29.4	2018/06/12	IP
TJKV06M.29	30	1.63788384095318	1.63788384095318	24.3	24.3	2018/06/12	IP
TJKV06M.03	30	1.88274393047686	1.88274393047686	21.4	21.4	2018/06/12	IP
TJKV06M.34	30	3.52158516904771	3.52158516904771	18.5	18.5	2018/06/12	IP
TJKV06M.11	30	0.535528176417693	0.535528176417693	29.2	29.2	2018/06/12	IP
TJKV06M.13	30	0	0.008333	33.3	147	2018/06/12	IP
TJKV06M.15	30	0.370619388508751	0.370619388508751	33.3	147	2018/06/12	IP
TJKV06M.20	30	2.02506199801992	2.02506199801992	27	27	2018/06/12	IP
TJKV06M.18	30	0.802284688142536	0.802284688142536	31	31	2018/06/12	IP
TJKV06M.02	30	0.702762408530362	0.702762408530362	24.8	24.8	2018/06/12	IP
TJKV06M.06	30	1.84685506645853	1.84685506645853	23.9	23.9	2018/06/12	IP
TJKV06M.07	30	0.8337538291972	0.8337538291972	32.7	32.7	2018/06/12	IP
TJKV06M.36	30	3.624968636995	3.624968636995	26.6	26.6	2018/06/12	IP
TJKV06M.37	30	3.32671738323776	3.32671738323776	4.6	4.6	2018/06/12	IP
TJKV06M.38	30	4.18472569892866	4.18472569892866	10.1	10.1	2018/06/12	IP
TJKV06M.26	30	1.90649554548234	1.90649554548234	18.7	18.7	2018/06/12	IP
TJKV06M.32	30	4.3039478742111	4.3039478742111	7	7	2018/06/12	IP
TJKV06M.35	30	1.71242234862778	1.71242234862778	21.3	21.3	2018/06/12	IP
TJKV06M.47	30	4.30380133192603	4.30380133192603	23.8	23.8	2018/06/12	IP
TJKV06M.48	30	4.67171368807598	4.67171368807598	21.4	21.4	2018/06/12	IP
TJKV06M.16	30	0.649128194119781	0.649128194119781	26.9	26.9	2018/06/12	IP
TJKV06M.12	30	8.6176437093354	8.6176437093354	11.5	11.5	2018/06/12	IP
TJKV06M.14	30	5.08633979416433	5.08633979416433	19.5	19.5	2018/06/12	IP
TJKV06M.10	30	3.19631726925616	3.19631726925616	33.3	33.3	2018/06/12	IP
TJKV06M.17	30	3.88145292841262	3.88145292841262	17.6	17.6	2018/06/12	IP
TJKV06M.08	30			23	23	2018/06/12	IP
TJKV06M.21	30	2.23762552722411	2.23762552722411	29.4	29.4	2018/06/12	IP
TJKV06M.40	60	2.13067479689143	2.13067479689143	9.8	9.8	2018/06/12	IP
TJKV06M.25	60	0	0.008333	18.9	18.9	2018/06/12	IP
TJKV06M.27	60	0.505946081859064	0.505946081859064	17.1	17.1	2018/06/12	IP
TJKV06M.31	60	0.576802312137387	0.576802312137387	25.3	25.3	2018/06/12	IP
TJKV06M.33	60	1.80229708255361	1.80229708255361	26.3	26.3	2018/06/12	IP
TJKV06M.44	60	2.41601608666362	2.41601608666362	28	28	2018/06/12	IP
TJKV06M.46	60	0	0.008333	27.4	27.4	2018/06/12	IP
TJKV06M.19	60	3.09517393404955	3.09517393404955	5.1	5.1	2018/06/12	IP
TJKV06M.30	60	1.68705456490563	1.68705456490563	20.1	20.1	2018/06/12	IP
TJKV06M.04	60	2.27406816162242	2.27406816162242	25.4	25.4	2018/06/12	IP
TJKV06M.05	60	0	0.008333	25.6	25.6	2018/06/12	IP
TJKV06M.01	60	0	0.008333	29.2	29.2	2018/06/12	IP
TJKV06M.22	60	0	0.008333	30.7	30.7	2018/06/12	IP
TJKV06M.23	60	1.58611974589521	1.58611974589521	26.8	26.8	2018/06/12	IP
TJKV06M.24	60	0	0.008333	19.4	19.4	2018/06/12	IP
TJKV06M.41	60	3.28605502626789	3.28605502626789	10.8	10.8	2018/06/12	IP
TJKV06M.42	60	1.78297343720406	1.78297343720406	24	24	2018/06/12	IP
TJKV06M.43	60	4.54383228108591	4.54383228108591	20.8	20.8	2018/06/12	IP
TJKV06M.45	60	3.64159362496885	3.64159362496885	11.3	11.3	2018/06/12	IP
TJKV06M.28	60	2.9030651064457	2.9030651064457	17.5	17.5	2018/06/12	IP
TJKV06M.29	60	1.97215187758386	1.97215187758386	11.7	11.7	2018/06/12	IP
TJKV06M.03	60	2.21429856004027	2.21429856004027	7.3	7.3	2018/06/12	IP
TJKV06M.34	60	2.60073837198336	2.60073837198336	10.8	10.8	2018/06/12	IP
TJKV06M.11	60	1.07653552968723	1.07653552968723	25	25	2018/06/12	IP
TJKV06M.13	60	0.353506930207514	0.353506930207514	21.8	21.8	2018/06/12	IP
TJKV06M.15	60	0.525205238496058	0.525205238496058	25.8	25.8	2018/06/12	IP
TJKV06M.20	60	2.37352373766024	2.37352373766024	19.6	19.6	2018/06/12	IP
TJKV06M.18	60	1.18213296147813	1.18213296147813	27.1	27.1	2018/06/12	IP
TJKV06M.02	60	1.45600312443114	1.45600312443114	18.1	18.1	2018/06/12	IP
TJKV06M.06	60	1.69464944845243	1.69464944845243	8.4	8.4	2018/06/12	IP
TJKV06M.07	60	0.881466362059392	0.881466362059392	18.5	18.5	2018/06/12	IP
TJKV06M.36	60	9.299344125065	9.299344125065	6.4	6.4	2018/06/12	IP
TJKV06M.37	60	0.611316004576098	0.611316004576098	4	4	2018/06/12	IP
TJKV06M.38	60	3.45079130345818	3.45079130345818	3.3	3.3	2018/06/12	IP
TJKV06M.26	60	1.67197816316886	1.67197816316886	3.2	3.2	2018/06/12	IP
TJKV06M.32	60	2.81760842368307	2.81760842368307	1.9	1.9	2018/06/12	IP
TJKV06M.35	60	2.83121390945496	2.83121390945496	4.4	4.4	2018/06/12	IP
TJKV06M.47	60	6.01404768664145	6.01404768664145	2.4	2.4	2018/06/12	IP
TJKV06M.48	60	8.76272639057585	8.76272639057585	3.5	3.5	2018/06/12	IP
TJKV06M.16	60	0.87450871850455	0.87450871850455	21	21	2018/06/12	IP
TJKV06M.12	60	4.91281469682926	4.91281469682926	4.9	4.9	2018/06/12	IP
TJKV06M.14	60	12.44375	12.44375	5.2	5.2	2018/06/12	IP
TJKV06M.10	60	9.84825869741693	9.84825869741693	14	14	2018/06/12	IP
TJKV06M.17	60	4.49520574852736	4.49520574852736	3.4	3.4	2018/06/12	IP
TJKV06M.08	60			13.2	13.2	2018/06/12	IP
TJKV06M.21	60	8.61385384293729	8.61385384293729	4.5	4.5	2018/06/12	IP
TJKV06M.40	90	1.54999869305814	1.54999869305814	8.8	8.8	2018/06/12	IP
TJKV06M.25	90	0	0.008333	12.8	12.8	2018/06/12	IP
TJKV06M.27	90	0.195525750321928	0.195525750321928	16.4	16.4	2018/06/12	IP
TJKV06M.31	90	0.883414203463093	0.883414203463093	15.4	15.4	2018/06/12	IP
TJKV06M.33	90	1.69983317729311	1.69983317729311	20.9	20.9	2018/06/12	IP
TJKV06M.44	90	3.48583307299863	3.48583307299863	24.6	24.6	2018/06/12	IP
