Estimate,Est.Error,Q2.5,Q97.5,Group,Sex,TimeNom,FullGroup,Time
0.1372638483991487,0.06852970367321375,-0.0012180958698993455,0.26907855740110576,FP,Female,0,Female_FP,0
0.16263964420256,0.07622239136304863,0.006258141538748727,0.307247747345654,FP,Male,0,Male_FP,0
0.2539416003836438,0.06413912616266479,0.1280630329979527,0.38110009480085905,FP,Female,7,Female_FP,7
0.3129638086249618,0.0702735798648685,0.1739556415114133,0.45251331489659713,FP,Male,7,Male_FP,7
0.20534670444966557,0.06506626886838963,0.0741117502607614,0.33177587185833524,FP,Female,15,Female_FP,15
0.2706841198885491,0.06962703259564228,0.1292453968780745,0.4046876618688624,FP,Male,15,Male_FP,15
0.07941629319512848,0.06708641258420794,-0.05616364371949501,0.20888652705011956,FP,Female,60,Female_FP,60
0.09375089920120941,0.07943620032885157,-0.06610433567147612,0.2459670455959112,FP,Male,60,Male_FP,60
0.2941734879082641,0.06938051532649274,0.15633642633813857,0.42973626299184947,KC,Female,0,Female_KC,0
0.4068994292764142,0.28907432734437993,0.08914937102232603,1.2974994613290125,KC,Male,0,Male_KC,0
0.5606844290965716,0.06837052352157474,0.42659119242923954,0.6968469307953052,KC,Female,7,Female_KC,7
0.47938452486104294,0.23757297514534728,0.19573593199192624,1.1529765722295122,KC,Male,7,Male_KC,7
0.3099124236819166,0.06636165529476992,0.17442169927019738,0.4372942377550115,KC,Female,15,Female_KC,15
0.46544723872235705,0.23692268424508167,0.18290527147113925,1.143503446459517,KC,Male,15,Male_KC,15
0.14339255734531592,0.07343120645275461,-0.00442056195636597,0.28516675270769776,KC,Female,60,Female_KC,60
0.34490475732336584,0.2473333334399927,0.029270211066776016,1.0372335247996274,KC,Male,60,Male_KC,60
0.20336636146558604,0.1705503429244758,0.021486640446826223,0.3862192446635011,TC,Female,0,Female_TC,0
0.699457276093988,0.2398841647404393,0.18329874376223312,1.1430390838137119,TC,Male,0,Male_TC,0
0.5066336744955844,0.16213671641928215,0.3432430770171686,0.6673936025525411,TC,Female,7,Female_TC,7
1.3655271451114122,0.2105941012208858,0.9434864920171367,1.7877565474192831,TC,Male,7,Male_TC,7
0.5351228890163973,0.16316922384933089,0.37464580359973526,0.6980528050381845,TC,Female,15,Female_TC,15
1.3204708346665086,0.2138804258823522,0.8792315951259655,1.7359353258200174,TC,Male,15,Male_TC,15
0.31061414757461364,0.19939039940092787,0.13356551774752035,0.48724296183006005,TC,Female,60,Female_TC,60
0.6379562618180361,0.24190559491690863,0.1161334412888153,1.0815883117886058,TC,Male,60,Male_TC,60
